Job Type,Job_Title,Description
Machine learning,"Backend Engineer, Risk System - 2024 Start","Responsibilities
TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo.

Why Join Us
At TikTok, our people are humble, intelligent, compassionate and creative. We create to inspire - for you, for us, and for more than 1 billion users on our platform. We lead with curiosity and aim for the highest, never shying away from taking calculated risks and embracing ambiguity as it comes. Here, the opportunities are limitless for those who dare to pursue bold ideas that exist just beyond the boundary of possibility. Join us and make impact happen with a career at TikTok.

The Business Risk Integrated Control (BRIC) team is missioned to:
Protect ByteDance users, including and beyond content consumers, creators, advertisers;
Secure platform health and community experience authenticity;
Build infrastructures, platforms and technologies, as well as to collaborate with many cross-functional teams and stakeholders.
The BRIC team works to minimize the damage of inauthentic behaviors on ByteDance platforms (e.g. TikTok, CapCut, Resso, Lark), covering multiple classical and novel community and business risk areas such as account integrity, engagement authenticity, anti spam, API abuse, growth fraud, live streaming security and financial safety (ads or e-commerce), etc.

In this team you'll have a unique opportunity to have first-hand exposure to the strategy of the company in key security initiatives, especially in building scalable and robust, intelligent and privacy-safe, secure and product-friendly systems and solutions. Our challenges are not some regular day-to-day technical puzzles -- You'll be part of a team that's developing novel solutions to first-seen challenges of a non-stop evolvement of a phenomenal product ecosystem. The work needs to be fast, transferrable, while still down to the ground to making quick and solid differences.

We are looking for talented individuals to join us in 2024. As a graduate, you will get unparalleled opportunities for you to kickstart your career, pursue bold ideas and explore limitless growth opportunities. Co-create a future driven by your inspiration with TikTok.
Candidates can apply to a maximum of two positions and will be considered for jobs in the order you apply. The application limit is applicable to TikTok and its affiliates' jobs globally. Applications will be reviewed on a rolling basis - we encourage you to apply early.

Responsibilities:
Build infrastructures to enable construction, deployment, and serving at scale, of risk defense algorithms and machine learning models. Unblock and improve capacities of risk prevention, perception and remediation across various ByteDance businesses.
Build tools and automated procedures to support risk analytics and defense enforcement.
Keep risk control solutions state-of-art in front of data security, modularisation, privacy and compliance.
Own end-to-end risk service/platform/tooling SLA. Identify, advocate for and realize infrastructural opportunities ahead of business development. Drive and improve org-wide engineering excellence via enforcing best practices in risk systems.
Qualifications
Final year or recent graduate with a background in Software Development, Computer Science, Computer Engineering, or a related technical discipline.
Plenty experience in high scalable, highly available, distributed and mission-critical systems.
Proficient in at least one of the following languages: Go, Python, Java, C++.
Deep understanding of computer architecture, data structures and algorithms in depth knowledge of common databases and messaging frameworks like MySQL/Redis/Kafka
Able to work closely with diverse stakeholders and have good communication skills
Self-driven, positive, cooperative and willing to keep learning enthusiasm at all times
TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.

By submitting an application for this role, you accept and agree to our global applicant privacy policy, which may be accessed here: https://careers.tiktok.com/legal/privacy.
If you have any questions, please reach out to us at apac-earlycareers@tiktok.com"
Machine learning,"Assistant Manager, Data Scientist","JOB DESCRIPTION
Use scientific methods, algorithms, and techniques to extract insights and knowledge from data.
Provide model driven analytical insights that improves engineering process efficiencies or business outcomes for specific Platforms.
Use statistical and machine learning algorithms to analyze and model the data, uncovering patterns and trends to gain insights into the data.
Clean and preprocess the data to ensure its quality, accuracy, and completeness.
Collect and acquire large sets of structured and unstructured data from various sources, including databases, social media, and other digital platforms.
Present the results of the analysis in a clear and understandable way, using charts, graphs, and other visualization tools.
Communicate the findings to stakeholders, including business leaders, data analysts, and data engineers.
Collaborate with cross-functional teams to drive business decisions based on the data.
Conduct or support training sessions and provide coaching to analysts in business functions and other key user groups.
JOB REQUIREMENTS
Min. 5+ years of experience in data science and programming.
Familiar with machine learning and artificial intelligence.
Bachelor in computer/data science related experience.
Possess the mindset of constantly and independently asking questions, finding answers, and learning.
Good understanding of fundamental business principles and problems
Good management skills in influencing & persuasion; judgement & decision making; leadership; planning & organizing. Project management certification is a plus.
Fluency in written and spoken English.
BUSINESS UNIT
Keppel Corporation Ltd"
Machine learning,Lecturer - Infocomm Technology [ITE College West],"[What the role is]
As a Lecturer, your contributions go beyond teaching and facilitating learning. You will play a critical role in recognising and nurturing your studentsÃ¢â‚¬â„¢ potential and their lifelong learning needs.
[What you will be working on]
In addition to your teaching duties, you will carry out industry or consultancy projects to help you remain relevant in your profession and to evolving changes in industry, and maintain strong linkages with industry and schools. You will also have the opportunity to have industry attachments or experience on a regular basis to update your skills, knowledge and practices of your profession.
[What we are looking for]
You should be trained in Computer Science or Information Technology, with at least 3 years of relevant experience in related industry.
You should possess relevant knowledge and working experience in:
Python programming and/or machine learning/artificial intelligence and one or more of the following areas:
operating systems such as Windows Servers, etc.
software development in web and mobile applications, etc.
networking concepts such as router, switches, wireless access points etc.
professional certifications in cloud services will be an added advantage
Those with good and relevant experience can look forward to Senior Lecturer or equivalent positions, with career development opportunities to leadership positions in the Colleges or Headquarters.
Applicants may check their application status at the end of 8 weeks from the closing date of this job posting."
Machine learning,Lecturer - IT Applications Development [ITE College West],"What the role is

As a Lecturer, your contributions go beyond teaching and facilitating learning. You will play a critical role in recognising and nurturing your studentsÃ¢â‚¬â„¢ potential and their lifelong learning needs.
What you will be working on
In addition to your teaching duties, you will carry out industry or consultancy projects to help you remain relevant in your profession and to evolving changes in industry, and maintain strong linkages with industry and schools. You will also have the opportunity to have industry attachments or experience on a regular basis to update your skills, knowledge and practices of your profession.
What we are looking for
You should be trained in Information Technology, Computer Science or Software Engineering, with at least 3 years of relevant experience in Web/Mobile applications development, Content Management System or IT related field.
You should possess the following:
Good programming skills in iOS programming (SWIFT), C#, PHP, HTML5, CSS, JavaScript, Python
Competent with Adobe CC applications
Candidates with experience and/or IT certifications in areas of Data Analytics, Internet of Things (IoT), or Artificial Intelligence (AI) and Machine Learning (ML) will have an advantage
Good team player and communication
Passion in nurturing youth talents
Those with good and relevant experience can look forward to Senior Lecturer or equivalent positions, with career development opportunities to leadership positions in the Colleges or Headquarters.
Applicants may check their application status at the end of 8 weeks from the closing date of this job posting."
Machine learning,Neuroscientist with AI Expertise,"We are seeking a Neuroscientist with AI Expertise to work at the intersection of neuroscience and artificial intelligence, focusing on brain-computer interfaces.

Your responsibilities will include:
Conducting research on neural data analysis and brain-computer interface development.
Applying machine learning and AI techniques to neuroscience data.
Collaborating with medical researchers and technologists to advance neurotechnology.
Skills Needed:
Understanding of neuroscience principles.
Proficiency in AI and machine learning for brain-computer interfaces.
Strong research and data analysis skills.
Collaboration and communication abilities"
Machine learning,Machine Learning Engineer Ã¢â‚¬â€œ Intelligent Automotive Retail and Mobility,"Education:
BachelorÃ¢â‚¬â„¢s Degree in Computer Science/Electrical Engineering, Math, or related field.

Experience:
Bachelors with at least 3-4 years of experience; Masters with at least 1-2 years of experience; Strong software engineering practices with machine learning experience.

Description:
We are seeking passionate candidates for a machine learning/ deep learning software engineering role who will join as a machine learning research engineer helping the team build intelligent automotive retail and mobility solutions.

Responsibilities:
As a Machine Learning Engineer, you will contribute to state-of-the-art machine learning infrastructure and relevant software (e.g. supervised learning, reinforcement learning, data management, and evaluation at unparalleled scale).
Implement cutting-edge deep learning models accelerating model training performance for intelligent automotive retail and mobility system applications.
Apply the latest advances in deep learning and machine learning to personalize car owners experience
Manipulate high-volume, high-dimensionality, structured data from automotive retail transactions for to come up with predictions and recommendations that addresses the challenges of the automotive industry.
Work in a multidisciplinary team and collaborate with other teams across our R&D and Delivery team.

Skills:
Strong Machine Learning background with deep understanding of different types of machine learning algorithms (e.g., CNN, RNN, LSTM and Reinforcement Learning). Experience of training deep-learning models in an end-to-end fashion.
Project experience working with Azure Machine Learning or other modern deep learning frameworks.
Proficient in Python is a minimum. Additional knowledge of C++ / C# is a plus.
Working knowledge of statistics (e.g., Monte Carlo, hypothesis testing, confidence intervals, maximum likelihood, bootstrap, Bayesian inference)
Working knowledge in machine learning algorithms: logistic regression, random forest, gradient boosted trees, neural networks, k-means, and more!
Excellent verbal and written communication skills

Submit Your Resume
If you could not find a position that matches your skills and work experience, kindly submit your application letter to our Human Resources (HR) department.
Please note that our HR will only get in touch if you are shortlisted.
hr@technosoftautomotive.com"
Machine learning,"Internship - AI Modeling & Digitalization, Failure Analysis","The student will be in Failure Analysis (FA) team to undertake and automate FA jobs labelling for cases with different failure modes and hypothesis to enhance Virtual Failure Analysis (VFA) process through AIML development.
In your new role you will:
Understand Failure Analysis process , catalogues and various failure modes/mechanism
Understand VFA flow and apply different tools (e.g. search engines, RPA)
Develop and create programming to automate job labelling process
Customize job labelling process for different FA groups
Categorize failure mode through AIML classification

Internship learning outcomes:
Knowledge on FA process, failure modes and classification
Good understanding of Virtual Failure Analysis process and job labelling.
Exposure to use of search engine for topic consolidation, cumulative learning of FA insights
Develop end user APP for digital automation of FA processes
Gain exposure and experience in project management skills
Gain industry-related work experience to ease future career development

You are best equipped for this task if you have:
On track to attain a Bachelor's Degree in Computer Engineering / Electrical or Electronics Engineering / Material Science with a research oriented mindset
Knowledge in Language programming (e.g. Python, Jupiter Notebook)
Knowledge in Artificial Intelligent Machine Learning, Large Language Model (LLM)
Interactive and dynamic in learning different failure analysis process flow

Singapore is our regional headquarter for Asia-Pacific and consists of production, research & development, sales & marketing, supply chain and many central functions.

Driving decarbonization and digitalization. Together.

Infineon designs, develops, manufactures, and markets a broad range of semiconductors and semiconductor-based solutions, focusing on key markets in the automotive, industrial, and consumer sectors. Its products range from standard components to special components for digital, analog, and mixed-signal applications to customer-specific solutions together with the appropriate software.

We are on a journey to create the best Infineon for everyone.
This means we embrace diversity and inclusion and welcome everyone for who they are. At Infineon, we offer a working environment characterized by trust, openness, respect and tolerance and are committed to give all applicants and employees equal opportunities. We base our recruiting decisions on the applicantÃ‚Â´s experience and skills.
Please let your recruiter know if they need to pay special attention to something in order to enable your participation in the interview process.
More about diversity & inclusion at Infineon at https://www.infineon.com/cms/en/careers/diversity-and-inclusion/"
Machine learning,Lecturer - Mechatronics Engineering [ITE College West],"[What the role is]
As a Lecturer, your contributions go beyond teaching and facilitating learning. You will play a critical role in recognising and nurturing your studentsÃ¢â‚¬â„¢ potential and their lifelong learning needs.
[What you will be working on]
In addition to your teaching duties, you will carry out industry or consultancy projects to help you remain relevant in your profession and to evolving changes in industry, and maintain strong linkages with industry and schools. You will also have the opportunity to have industry attachments or experience on a regular basis to update your skills, knowledge and practices of your profession.
[What we are looking for]
You should be trained in Engineering-related disciplines with preferably three years of relevant practical experiences with at least one of the following areas: Mechatronics/Robotics, Electromechanical Systems and Automation, Programmable Logic Controllers, Mechanical Engineering Design.
Strong communication and interpersonal skills and have an inherent passion to teach students both in physical classrooms and online learning environment.
Multi-disciplinary engineering industry experience with a focus on Industry 4.0, Advanced Manufacturing, Industrial Internet of Things, Data Analytics and Systems Analysis for Manufacturing will be an added advantage.
You should be competent to develop and deliver at least two of the following areas:
Robot Operating System (ROS)
PLC, C++, C
Development of IIoT applications
3D Computer-Aided Design (CAD) and Engineering Analysis software
Good IT skills in using software related to teaching
Knowledge in programming such as Python, Java, C#, AI, Machine Learning will be an added advantage
Those with good and relevant experience can look forward to Senior Lecturer or equivalent positions, with career development opportunities to leadership positions in the Colleges or Headquarters.
Applicants may check their application status at the end of 8 weeks from the closing date of this job posting."
Machine learning,Backend Engineer - TikTok Recommendation Architecture,"Responsibilities
TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo.

Why Join Us
At TikTok, our people are humble, intelligent, compassionate and creative. We create to inspire - for you, for us, and for more than 1 billion users on our platform. We lead with curiosity and aim for the highest, never shying away from taking calculated risks and embracing ambiguity as it comes. Here, the opportunities are limitless for those who dare to pursue bold ideas that exist just beyond the boundary of possibility. Join us and make impact happen with a career at TikTok.

About The Team
Our Recommendation Architecture Team is responsible for building up and optimizing the architecture for our recommendation system to provide the most stable and best experience for our TikTok users.

Responsibilities
Build and maintain high performance online services for recommendation system;
Build extremely efficient and reliable data pipelines for candidates generation, profile generation, training examples generation, realtime online training, etc;
Build globalized large-scale recommendation system;
Design and develop high performance computing frameworks and storage systems.
Qualifications
Bachelor's degree or above, majoring in Computer Science, or related fields,
Experience building scalable system;
Experience programming in at least one of the following programming languages: C, C++, Java or Golang;
Effective communication skills and a sense of ownership and drive;
Experience in at least one area of the following areas: personalized recommendations, search engine, machine learning, distributed storage system, big data frameworks is a plus.
At least 3 years of relevant experience
TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too."
Machine learning,Intern Ã¢â‚¬â€œ R&D (Intelligent visual inspection system),"JOB SUMMARY
To develop an intelligent visual inspection system based on distributed machine learning.
JOB RESPONSIBILITIES
To develop a smart visual inspection system consists of
1. Intelligent vision inspection station (1 Intern)
2. Centralized server for distributed learning (1 Intern)
1-2 week Ã¢â‚¬â€œ Understanding problem statements and basic research
2-4 week Ã¢â‚¬â€œ Architecture proposal (Hardware Ã¢â‚¬â€œ type of system)
5-8 week Ã¢â‚¬â€œ Propose specification Ã¢â‚¬â€œ algorithm, machine learning approach, tools, etc
9-12 weeks Ã¢â‚¬â€œ Development
13-16 weeks Ã¢â‚¬â€œ Development
17-18 weeks Ã¢â‚¬â€œ Wrap up
19-20 weeks Ã¢â‚¬â€œ Presentation and reporting
Presentation
Week 8 Ã¢â‚¬â€œ Overall architecture, hardware setup, design approach, tools, algorithm, etc
Week 14 Ã¢â‚¬â€œ Mid project progress report
Week 20 Ã¢â‚¬â€œ Final report presentation
EDUCATION and EXPERIENCE
Student of
o School of Computer Science & Engineering
o School of Electrical & Electronic Engineering
JOB-RELATED SKILLS & PRE-REQUISITES
Independent, self learner
Good programming skill
Keen interest in computer vision, object recognition, artificial intelligence"
Machine learning,Algorithm Developer Ã¢â‚¬â€œ 2024 Grads,"Please only apply to one job posting. We recommend you apply for the position/office you are most interested in. Upon review of your application, if your skill sets are better suited for another position, we will reach out and let you know. If you are interested in multiple offices, you will have the opportunity to indicate that below in the application questions.
This role is directed at graduates seeking a 2024 start date. For 2025 start dates please take a look at our internships.
Algorithm Developers are responsible for building and maintaining the models that drive our trading. A typical day involves applying rigorous statistical analysis to vast quantities of market and financial data to produce provably predictive trading models. You will run models live on our high-performance trading infrastructure and analyze their daily performance to maintain ongoing profitability. Working in close collaboration with fellow Algo Developers and Software Engineers, you will research, develop, and test novel order execution and model training methods to increase trading efficiency.
Qualifications
You are a full-time undergraduate, masters, or PhD student in a quantitative discipline (math, physics, computer science, statistics, or a related program) who is eligible for full-time roles in 2024
Experience programming in Python and/or C++
Experience with statistical analysis, numerical programming, or machine learning in Python, Pandas/Numpy, R, and/or MATLAB
A passion for applying quantitative models and technology toward solving real-world problems
Brilliant analytical and problem-solving skills
Ability to work creatively and independently on long-term technical problems
Profile
You are capable of working independently as well as part of a team
You can analyze and fix problems efficiently
You learn quickly and apply new skills effectively
Culture
Hudson River Trading (HRT) brings a scientific approach to trading financial products. We have built one of the world's most sophisticated computing environments for research and development. Our researchers are at the forefront of innovation in the world of algorithmic trading.

At HRT we welcome a variety of expertise: mathematics and computer science, physics and engineering, media and tech. We're a community of self-starters who are motivated by the excitement of being at the cutting edge of automation in every part of our organizationÃ¢â‚¬â€from trading, to business operations, to recruiting and beyond. We value openness and transparency, and celebrate great ideas from HRT veterans and new hires alike. At HRT we're friends and colleagues Ã¢â‚¬â€œ whether we are sharing a meal, playing the latest board game, or writing elegant code. We embrace a culture of togetherness that extends far beyond the walls of our office.

Feel like you belong at HRT? Our goal is to find the best people and bring them together to do great work in a place where everyone is valued. HRT is proud of our diverse staff; we have offices all over the globe and benefit from our varied and unique perspectives. HRT is an equal opportunity employer; so whoever you are we'd love to get to know you."
Machine learning,Localization and Mapping Research Scientist Intern,"A world empowered by autonomy. We build robotic vehicles to improve logistics safety, forge a greener Earth, and enhance human lives.
We are a closely-knit team aspiring to change the world through disruptive technology. We are innovators. We are tinkerers. We are problem-solvers. And we have a fair amount of magic dust up our sleeves. We have a plan for fleet-level deployment of autonomous vehicles, and we are looking for the best-of-the-best to join us in making this a reality.
About Venti Technologies
Based in the U.S. and Asia, Venti Technologies is the leader in safe-speed autonomous logistics systems, developing the future of goods transportation. Using rigorous mathematics, deep learning, and theoretically-grounded algorithms, Venti has a proprietary collection of autonomy technologies including a suite of powerful logistics algorithms. VentiÃ¢â‚¬â„¢s proven value proposition of saving costs, increasing vehicle utilization, and improving safety is recognized by customers and driving growth. Launched in 2018, Venti brings together an unsurpassed team internationally. The company has autonomous systems deployed in Asia for industrial and logistics sites and a growing pipeline. Venti has offices in Cambridge (Massachusetts, USA), Suzhou (China), and Singapore Ã¢â‚¬â€œ our Asian headquarters.
Role responsibilities
To keep abreast of the current state-of-the-art localization algorithms, with specific focus on LiDAR and Visual-Inertial Odometry.
To study and assist with development variety of algorithms related to localization and mapping e.g., based on EKF and other filtering techniques, and to be able to implement the odometry system for autonomous ground vehicles with high computation efficiency.
Carrying out tests for different methods and coming up with detailed summary of evaluation and figuring out problems and coming up with ideas to solve problems.
Software design and development.
Required Experience
Undergraduate and master's degree students in Computer Science, Robotics, or related fields are welcome.
Strong familiarity with localization algorithms, not limited to feature extraction, semantic segmentation, full SLAM techniques
Experience with probabilistic robotics
Experience with research in robotics or related fields involving sensors
Experience with C++ and Python in a Linux environment
Flexible problem-solver
Bonus Experience
Experience with ROS or other similar middleware
Experience with data structures, object-oriented programming
Experience with real world robotics deployment
Experience with sensor calibration
Experience with both vision and lidar
Experience with machine learning
Experience with GPU programming
Salary is commensurate with experience. We also offer world-class benefits, fantastic culture, flexible working arrangements, and a great international working environment. Come and join us!"
Machine learning,"Tech Lead, TikTok Recommendation Architecture","Responsibilities
TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo.

Why Join Us
At TikTok, our people are humble, intelligent, compassionate and creative. We create to inspire - for you, for us, and for more than 1 billion users on our platform. We lead with curiosity and aim for the highest, never shying away from taking calculated risks and embracing ambiguity as it comes. Here, the opportunities are limitless for those who dare to pursue bold ideas that exist just beyond the boundary of possibility. Join us and make impact happen with a career at TikTok.

About the Team
Our Recommendation Architecture Team is responsible for building up and optimizing the architecture for our recommendation system to provide the most stable and best experience for our TikTok users.

Responsibilities
Lead a small team of software engineers working on recommendation system;
Build and maintain high performance online services for TikTok recommendation system;
Build extremely efficient and reliable data pipelines for candidates generation, profile generation, training examples generation, realtime online training, etc;
Build globalized large-scale recommendation system;
Design and develop high performance computing frameworks and storage systems.
Qualifications
Bachelor's degree or above, majoring in Computer Science, or related fields, with 3+ years of experience building scalable system;
Experience in programming, included but not limited to, the following programming languages: C, C++, Java or Golang;
Effective communication skills and a sense of ownership and drive;
Experienced in at least one area of the following areas: personalized recommendations, search engine, machine learning, distributed storage system, big data frameworks is a plus.
TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too."
Machine learning,Algorithm Engineer - Multimedia Arch - LIVE (Singapore),"Responsibilities
TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo.

Why Join Us
At TikTok, our people are humble, intelligent, compassionate and creative. We create to inspire - for you, for us, and for more than 1 billion users on our platform. We lead with curiosity and aim for the highest, never shying away from taking calculated risks and embracing ambiguity as it comes. Here, the opportunities are limitless for those who dare to pursue bold ideas that exist just beyond the boundary of possibility. Join us and make impact happen with a career at TikTok.

The TikTok Multimedia Arch team is responsible for optimizing TikTok user experience and overall arch cost. This team collaborates with all teams in the TikTok creation and consumption ecosystem to provide end-to-end optimization solutions.

We are looking for seasoned software engineers that have strong problem-solving skills and coding skills to build and manage scalable, reliable systems, to design machine learning models and do deep business data analysis. You will have the opportunity to partner closely with globalized engineering and product teams in a high impact and fast-paced environment.

Responsibilities:
Design and apply machine learning algorithms and intelligent strategies to optimize the experience of TikTok users and cost efficiency
Conduct offline and online experiments, analyze according data and evaluate to improve algorithms and strategies
Follow up the latest research progress in the fields of related areas and recommendation, search, advertisement system
Work closely with colleagues in product, engineering and data teams
Qualifications
Bachelor's degree in Computer Science or a related technical discipline;
3 years of experience in one or more of the following areas: machine learning, data mining, recommendation systems, search systems, ad systems or other related areas;
Solid experience with data structures and algorithms;
Software development experience through hands on coding in a general programming language;
Fast business understanding and collaborative teamwork.
TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too."
Machine learning,"Software Engineer, Cloud Machine Learning","Responsibilities
Design, develop, test, deploy, maintain and improve software.
Manage individual project priorities, deadlines and deliverables.
Minimum qualifications:
2 years of experience in the Machine Learning field.
Experience with coding in data structures, algorithms and software design.
Research experience in Artificial Intelligence, Distributed Systems, Machine Learning, Data Mining or related fields.
Preferred qualifications:
Experience programming in the following languages: PHP, C#, C++ and/or Python.
Experience with large scale distributed systems design."
Machine learning,"Lecturer - Electronics (IoT, Autonomous Mobile Robot & AI) [ITE College West]","[What the role is]
As a Lecturer, your contributions go beyond teaching and facilitating learning. You will play a critical role in recognising and nurturing your studentsÃ¢â‚¬â„¢ potential and their lifelong learning needs.
[What you will be working on]
In addition to your teaching duties, you will carry out industry or consultancy projects to help you remain relevant in your profession and to evolving changes in industry, and maintain strong linkages with industry and schools. You will also have the opportunity to have industry attachments or experience on a regular basis to update your skills, knowledge and practices of your profession.
[What we are looking for]
A. Internet of Things (IoT) & Communication
You should be trained in Electronics Engineering, Computer Science, Computer Engineering or related disciplines, with at least 3 years of relevant working experience in designing, developing and deploying an IoT system.
You should be familiar in one or more of the following areas:
C, C++, Python programming
Electronics and ICT fundamentals
IoT/Cloud development, IoT edge cloud and data visualisation
Application of Artificial Intelligence in an IoT solution for more efficient operation
Knowledge of autonomous electric vehicles and drones
You should be a good team player, have good communication skills and passion in nurturing youth talents.
B. Autonomous Mobile Robot & AI
You should be trained in Electronics Engineering, Computer Science, Computer Engineering, Mechatronics Engineering or related disciplines, with at least 3 years of relevant working experience in the development, setting up and deployment of Autonomous Mobile Robot (AMR) technology.
You should be familiar in one or more of the following areas:
C, C++, Python or similar programming language
IoT systems development
Lidar System with ROS (Robot Operating System) experience
Knowledge of AI and machine learning will be an added advantage
You should be a good team player, have good communication skills and passion in nurturing youth talents
Those with good and relevant experience can look forward to Senior Lecturer or equivalent positions, with career development opportunities to leadership positions in the Colleges or Headquarters.
Applicants may check their application status at the end of 8 weeks from the closing date of this job posting."
Machine learning,"Research Scientist (Multimodal), TikTok AML","Responsibilities
TikTok will be prioritizing applicants who have a current right to work in Singapore, and do not require TikTok's sponsorship of a visa.

TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo.

Why Join Us
Creation is the core of TikTok's purpose. Our platform is built to help imaginations thrive. This is doubly true of the teams that make TikTok possible.
Together, we inspire creativity and bring joy - a mission we all believe in and aim towards achieving every day.
To us, every challenge, no matter how difficult, is an opportunity; to learn, to innovate, and to grow as one team. Status quo? Never. Courage? Always.
At TikTok, we create together and grow together. That's how we drive impact - for ourselves, our company, and the communities we serve.
Join us.

About the team
The Applied Machine Learning (AML) team is committed to the research and deployment of the next-generation of AI core technologies, such as large pretrained models and device-cloud collaboration learning, as well as their wide applications in practice, including but not limited to search, recommendation, advertising, auditing, federated learning, etc. The team has a strong foundation in scientific research, engineering and product implementation. Team members have rich backgrounds covering NLP, CV, multimodality, graph computing, search and recommendation, federated learning and other fields, and have published more than 100 top-tier conference papers.

Responsibilities:
Design and deploy state-of-the-art models in various downstream applications;
Collaborate with software engineers to build enterprise-level platform with cutting-edge models;
Collaborate with open-source communities or academia to advance AI development.
Qualifications
Bachelor's degree or above in reputable univerisities, majoring in Computer Science, or related fields;
Candidates with research or technical backgrounds in NLP, CV, video understanding, large pretrained models, recommender systems, advertising systems, federated learning, or participating in large-scale online machine learning platforms are preferred
Candidates with pre-training foundation technologies, including efficient training and pretraining as a service, downstream applications of NLP/CV/Video are preferred
Candidates with top-tier conference papers, including NeurIPS, ICML, ICLR, CVPR, ICCV, ACL, KDD, etc., relevant internship experience or winners of ACM competitions are preferred
Proficient in deep learning frameworks such as PyTorch and TensorFlow, and programming languages such as python or java.
TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too."
Machine learning,Lecturer / Senior Lecturer (AI Engineering & App Development) - School of Computing,"[What the role is]

Ranked top 50 most attractive employers in Singapore - The Straits Times Singapore's Best Employers 2023

The job of an academic is challenging and meaningful. Not only will he/she have both the knowledge and working experience, he/she must also possess a passion for working with youths, nurturing them and moulding their characters. There will be opportunities to develop the curriculum, introduce new courses as well as be involved in consultancy and other applied research projects. Administrative work related to teaching and School/Institutional strategic initiatives will be an important part of the job too. Successful candidates will be expected to be resourceful and innovative with initiative and good communication skills.

AI Engineering & App Development
The appointee must be competent to teach in at least three of the following subjects:
Fullstack Web Development
Big Data Technologies
Data Engineering
DevOps & Automation for AI
AI & Machine Learning
Deep Learning
Practical AI
Machine Learning in Python
Graph Database & Analytics
[What you will be working on]
Responsibilities:-
Conduct lessons, create teaching and assessment materials, and facilitate learning of students (youths and adult learners)
Develop and maintain new/existing teaching curriculum. This includes regular review of existing curriculum and make recommendations on areas of improvements that would enhance studentsÃ¢â‚¬â„¢ learning, performance and employability.
Keep current and abreast of trends and developments of AI / Machine Learning engineering deployment such as ML & Data Ops, Severless ML Deployment
Support the SchoolÃ¢â‚¬â„¢ strategic initiatives through involvement in committee work and projects such as research and consultancy projects, development and management of new courses
[What we are looking for]
Requirements:-
Minimum 2 years of relevant work experience in AI engineering, application development, data engineering or AI/ML ops engineering
Proficient in at least one of the programming languages (Python, JavaScript)
Familiar with:
ML Lifecycle
Model Versioning, DVC tools
CI/CD for ML
Added advantage if applicant has experience in:
Full Stack Web Development
Software Engineering
Containerisation and Orchestration implementation
Serverless ML Deployments (Cloud)
Model Security
Passionate about education and possess strong interest in teaching and mentoring both youths and adult learners.
Self-driven, independent and possess readiness to work as a team.
Successful candidate will be offered a 2-year contract in the first instance.
Closing date: 21 September 2023
If you are shortlisted for the position(s), you should hear from us within 30 days of the closing date of the advertisement."
